Date,Price,LogReturn
1987-05-21,18.45,-0.009708814126960827
1987-05-22,18.55,0.005405418566907982
1987-05-23,18.566666666666666,0.0008980692116844054
1987-05-24,18.583333333333336,0.000897263406989905
1987-05-25,18.6,0.0008964590470369838
1987-05-26,18.63,0.0016116038943413912
1987-05-27,18.6,-0.0016116038943414215
1987-05-28,18.6,0.0
1987-05-29,18.58,-0.0010758473334632364
1987-05-30,18.60333333333333,0.0012550427465400234
1987-05-31,18.626666666666665,0.0012534695884188014
1987-06-01,18.65,0.0012519003691732295
1987-06-02,18.68,0.0016072867108720599
1987-06-03,18.75,0.003740319615723177
1987-06-04,18.78,0.0015987213636970735
1987-06-05,18.65,-0.0069463276902924104
1987-06-06,18.683333333333334,0.001785714760234753
1987-06-07,18.716666666666665,0.0017825316662831252
1987-06-08,18.75,0.0017793599000773578
1987-06-09,18.78,0.0015987213636970735
1987-06-10,18.78,0.0
1987-06-11,18.68,-0.00533904097942032
1987-06-12,18.78,0.005339040979420328
1987-06-13,18.810000000000002,0.0015961695328221347
1987-06-14,18.84,0.0015936258352778044
1987-06-15,18.869999999999997,0.0015910902322416817
1987-06-16,18.9,0.0015885626851379615
1987-06-17,19.03,0.006854759242461477
1987-06-18,19.05,0.001050420264651797
1987-06-19,19.05,0.0
1987-06-20,19.066666666666666,0.0008745081449325757
1987-06-21,19.083333333333336,0.000873744048596993
1987-06-22,19.1,0.0008729812863446974
1987-06-23,18.9,-0.010526412986987617
1987-06-24,18.75,-0.007968169649176845
1987-06-25,18.7,-0.0026702285558789208
1987-06-26,19.08,0.020117142159599477
1987-06-27,19.10333333333333,0.0012221738753959656
1987-06-28,19.126666666666665,0.0012206819895726096
1987-06-29,19.15,0.0012191937415458882
1987-06-30,19.08,-0.0036620496065145917
1987-07-01,18.98,-0.0052548728383585855
1987-07-02,19.25,0.014125267552011362
1987-07-03,19.33,0.004147232486446168
1987-07-04,19.38,0.0025833132423806037
1987-07-05,19.43,0.0025766569267285017
1987-07-06,19.48,0.002570034825040338
1987-07-07,19.5,0.0010261673553119532
1987-07-08,19.48,-0.001026167355312006
1987-07-09,19.68,0.0102145934097182
1987-07-10,19.73,0.0025374284104167444
1987-07-11,19.763333333333332,0.0016880490166425032
1987-07-12,19.796666666666667,0.0016852043084926347
1987-07-13,19.83,0.001682369172045274
1987-07-14,19.88,0.0025182586967233927
1987-07-15,20.28,0.019920977494554567
1987-07-16,20.4,0.005899722127188102
1987-07-17,20.63,0.01121142623298971
1987-07-18,20.60333333333333,-0.0012934520800882768
1987-07-19,20.576666666666668,-0.0012951272653772795
1987-07-20,20.55,-0.0012968067954511923
1987-07-21,20.35,-0.009780029053639606
1987-07-22,20.33,-0.0009832842483488713
1987-07-23,20.15,-0.008893339247563236
1987-07-24,19.58,-0.028695651290327643
1987-07-25,19.486666666666665,-0.004778166087374178
1987-07-26,19.393333333333334,-0.004801106616044154
1987-07-27,19.3,-0.004824268488106019
1987-07-28,19.78,0.02456623028372623
1987-07-29,19.98,0.01006044702584126
1987-07-30,20.2,0.01095083118675148
1987-07-31,20.03,-0.008451454729432087
1987-08-01,20.336666666666666,0.015194346817924496
1987-08-02,20.643333333333334,0.01496692978620867
1987-08-03,20.95,0.014746220086286718
1987-08-04,20.65,-0.014423326961105052
1987-08-05,19.8,-0.04203338170655208
1987-08-06,19.75,-0.0025284463533587487
1987-08-07,19.65,-0.005076153031860661
1987-08-08,19.576666666666664,-0.003738957448951853
1987-08-09,19.503333333333334,-0.0037529897342832175
1987-08-10,19.43,-0.003767127742686398
1987-08-11,19.45,0.0010288066751064535
1987-08-12,19.5,0.0025673955052459545
1987-08-13,19.4,-0.005141399500418764
1987-08-14,19.25,-0.007762005335489189
1987-08-15,19.116666666666667,-0.00695050582652319
1987-08-16,18.983333333333334,-0.006999153682188547
1987-08-17,18.85,-0.007048487331061627
1987-08-18,18.75,-0.005319161477600045
1987-08-19,18.5,-0.013423020332140661
1987-08-20,18.3,-0.010869672236903879
1987-08-21,18.1,-0.010989121575595206
1987-08-22,17.893333333333334,-0.011483734276463417
1987-08-23,17.686666666666667,-0.011617143953832787
1987-08-24,17.48,-0.01175368981409454
1987-08-25,17.55,0.003996579684485375
1987-08-26,18.1,0.030857988359905282
1987-08-27,18.28,0.00989562775422384
1987-08-28,18.2,-0.0043859719432544405
1987-08-29,18.343333333333334,0.007844608320808046
1987-08-30,18.486666666666665,0.007783549115964406
1987-08-31,18.63,0.007723433093974968
1987-09-01,18.43,-0.01079341293176511
1987-09-02,18.4,-0.0016291070667920553
1987-09-03,18.18,-0.012028575865607146
1987-09-04,18.13,-0.0027540639825731406
1987-09-05,17.953333333333333,-0.009792226051416438
1987-09-06,17.776666666666667,-0.009889062770941934
1987-09-07,17.6,-0.009987833900295026
1987-09-08,17.68,0.0045351551653911425
1987-09-09,17.9,0.012366655637211892
1987-09-10,18.3,0.022100347000666137
1987-09-11,18.18,-0.006578971098042511
1987-09-12,18.169999999999998,-0.0005502063412530573
1987-09-13,18.16,-0.0005505092349324253
1987-09-14,18.15,-0.0005508124622875367
1987-09-15,18.53,0.02072047958640866
1987-09-16,18.53,0.0
1987-09-17,18.43,-0.005411268615536545
1987-09-18,18.3,-0.00707871183435658
1987-09-19,18.293333333333333,-0.0003643650978551704
1987-09-20,18.28666666666667,-0.000364497908172513
1987-09-21,18.28,-0.0003646308153435868
1987-09-22,18.48,0.010881500187534207
1987-09-23,18.48,0.0
1987-09-24,18.68,0.010764366587158484
1987-09-25,18.6,-0.00429185208154092
1987-09-26,18.616666666666667,0.0008956561279443863
1987-09-27,18.633333333333333,0.0008948546458437055
1987-09-28,18.65,0.0008940545968807142
1987-09-29,18.5,-0.008075414005545307
1987-09-30,18.48,-0.0010816658707410232
1987-10-01,18.5,0.0010816658707409699
1987-10-02,18.65,0.008075414005545331
1987-10-03,18.69333333333333,0.002320807968400354
1987-10-04,18.736666666666668,0.0023154342876491583
1987-10-05,18.78,0.0023100854342428447
1987-10-06,18.6,-0.0096308930609613
1987-10-07,18.58,-0.0010758473334632364
1987-10-08,18.63,0.0026874512278047555
1987-10-09,18.6,-0.0016116038943414215
1987-10-10,18.583333333333336,-0.0008964590470370395
1987-10-11,18.566666666666666,-0.0008972634069898934
1987-10-12,18.55,-0.0008980692116844929
1987-10-13,18.55,0.0
1987-10-14,18.68,0.0069836437472523836
1987-10-15,18.68,0.0
1987-10-16,19.0,0.016985546365743807
1987-10-17,19.033333333333335,0.0017528488274143868
1987-10-18,19.066666666666666,0.0017497817237875507
1987-10-19,19.1,0.0017467253349418002
1987-10-20,18.78,-0.01689586127246738
1987-10-21,18.93,0.00795549144111446
1987-10-22,19.13,0.010509818230930095
1987-10-23,18.98,-0.00787199027037961
1987-10-24,18.903333333333332,-0.00404751982395492
1987-10-25,18.826666666666668,-0.004063968840949858
1987-10-26,18.75,-0.004080552100457244
1987-10-27,18.8,0.0026631174194836284
1987-10-28,18.85,0.0026560440581162104
1987-10-29,18.75,-0.005319161477600045
1987-10-30,18.8,0.0026631174194836284
1987-10-31,18.743333333333332,-0.0030187361999029234
1987-11-01,18.686666666666667,-0.003027876567468031
1987-11-02,18.63,-0.0030370724550354885
1987-11-03,18.38,-0.013510067685956046
1987-11-04,17.93,-0.02478782931049947
1987-11-05,17.85,-0.00447177939139329
1987-11-06,17.95,0.005586606708639776
1987-11-07,17.8,-0.008391657636248289
1987-11-08,17.65,-0.008462673918733767
1987-11-09,17.5,-0.008534902449837331
1987-11-10,17.75,0.014184634991956381
1987-11-11,17.8,0.0028129413766146577
1987-11-12,17.85,0.0028050509276086816
1987-11-13,17.8,-0.0028050509276086096
1987-11-14,17.76,-0.0022497197340154416
1987-11-15,17.72,-0.002254792387089316
1987-11-16,17.68,-0.0022598879674374786
1987-11-17,17.4,-0.015963850989014088
1987-11-18,17.18,-0.012724289664373983
1987-11-19,17.48,0.017311453671280147
1987-11-20,17.6,0.006841531816716784
1987-11-21,17.7,0.0056657375356773
1987-11-22,17.8,0.005633817718256064
1987-11-23,17.9,0.0056022555486697516
1987-11-24,17.83,-0.00391828097166024
1987-11-25,17.68,-0.008448374665551558
1987-11-26,17.73,0.002824062876619135
1987-11-27,17.78,0.0028161099996420924
1987-11-28,17.753333333333334,-0.0015009383680820308
1987-11-29,17.726666666666667,-0.0015031945709124527
1987-11-30,17.7,-0.0015054575669806618
1987-12-01,17.65,-0.0028288562004777137
1987-12-02,17.7,0.002828856200477623
1987-12-03,17.93,0.012910648037258032
1987-12-04,18.0,0.0038964702791231594
1987-12-05,17.926666666666666,-0.004082395723555818
1987-12-06,17.853333333333335,-0.004099130017746667
1987-12-07,17.78,-0.004116002069103639
1987-12-08,17.58,-0.01131233782872769
1987-12-09,17.43,-0.00856903272510129
1987-12-10,17.55,0.006861090379945381
1987-12-11,17.73,0.010204170174241668
1987-12-12,17.42,-0.01763914866175975
1987-12-13,17.11,-0.017955883520254783
1987-12-14,16.8,-0.018284201494888807
1987-12-15,16.2,-0.03636764417087495
1987-12-16,15.93,-0.016807118316381174
1987-12-17,15.03,-0.05815592015707407
1987-12-18,15.6,0.03722271049060835
1987-12-19,15.533333333333333,-0.004282661792000848
1987-12-20,15.466666666666667,-0.0043010818993905854
1987-12-21,15.4,-0.004319661144516396
1987-12-22,16.7,0.08104121000312582
1987-12-23,17.25,0.03240342405465943
1987-12-24,17.1,-0.008733679968754553
1987-12-25,17.075000000000003,-0.0014630580517603286
1987-12-26,17.05,-0.001465201727328103
1987-12-27,17.025,-0.0014673516939498429
1987-12-28,17.0,-0.0014695079793598834
1987-12-29,17.38,0.022106775781029778
1987-12-30,17.85,0.026683388388402264
1987-12-31,17.6,-0.014104606181541935
1988-01-01,17.6875,0.004959273359350209
1988-01-02,17.775,0.004934800285848134
1988-01-03,17.8625,0.004910567566681418
1988-01-04,17.95,0.004886571678302089
1988-01-05,17.08,-0.049681926573864166
1988-01-06,17.9,0.046892524486285454
1988-01-07,17.39,-0.02890538448051759
1988-01-08,16.88,-0.029765839198380654
1988-01-09,16.80333333333333,-0.0045522097413813155
1988-01-10,16.726666666666667,-0.00457302715626314
1988-01-11,16.65,-0.004594035843713755
1988-01-12,15.95,-0.0429513871955992
1988-01-13,16.38,0.02660224919406986
1988-01-14,16.55,0.010325023398148725
1988-01-15,16.65,0.006024114603380876
1988-01-16,16.709999999999997,0.0035971261808494747
